date,fieldnum,temp,maxtemp,mintemp,RH,windspeed,maxwind,precipitation,categorical
3/8/21,28,18.9,24.4,16.2,83,2.2,7.6,0,0
3/9/21,28,19.1,24.9,16.3,85,1.9,8,0,0
3/10/21,28,19.8,24.9,16.6,83,1.6,7.2,0,0
3/11/21,28,20.2,25.1,17.4,83,1.1,6.8,0,0
3/12/21,28,21.6,26.8,17.6,79,1.6,9.7,0,0
3/13/21,28,20,25.5,17.3,78,1.9,8.3,0,0
3/14/21,28,20.1,25.5,16.7,76,1.9,7.2,0,0
3/15/21,28,21.1,26.2,17.4,75,1.1,7.9,0,0
3/16/21,28,22.7,28.6,18.7,70,1.6,6.5,0,0
3/17/21,28,23.3,28.3,19.9,75,1.9,7,0,0
3/18/21,28,22,27.6,18.9,84,1.9,6.3,0,0
3/19/21,28,22.5,28.3,18.6,83,1.2,5.9,0,0
3/20/21,28,23.9,29.6,20.8,78,1.4,7.3,0,0
3/21/21,28,19.3,23.5,15.2,80,2.7,11.4,0,0
3/22/21,28,14.5,16.3,12.7,81,2.3,8,1,0
3/23/21,28,17.6,22.2,13.8,79,0.9,6.1,0,0
3/24/21,28,17.8,21.2,16.2,90,2,8.7,8.5,0
3/25/21,28,18.8,24.7,13.6,72,1.8,7.5,0.5,0
3/26/21,28,21.1,25.4,17.6,80,1.6,6.8,0,0
3/27/21,28,23.7,29.4,18.7,74,0.9,4.9,0,0
3/28/21,28,25.6,31.6,21.7,74,1,7.9,0,0
3/29/21,28,25.3,30.5,21.3,78,0.9,6.3,0,0
3/30/21,28,26,30.3,23.4,81,0.9,7.1,0,0
3/31/21,28,26.3,31.3,22.6,80,1.1,7.2,0,0
4/1/21,28,26.2,31.1,23.6,80,0.8,6.2,0,0
4/2/21,28,26.3,31.9,22.2,78,1.1,5.7,0,0
4/3/21,28,25.4,29.6,23,81,2.1,6.5,0,0
4/4/21,28,23.9,28.7,19.6,78,2,7.1,0,0
4/5/21,28,21.3,26.2,18.2,59,2,6.1,0,0
4/6/21,28,21.2,26.6,16.9,66,1.9,7.5,0,0
4/7/21,28,21.3,25.6,18,73,1.3,5,0,0
4/8/21,28,21.6,27,18.5,79,2.4,9.5,0,0
4/9/21,28,19,24.1,16.5,77,2.5,8.4,0,0
4/10/21,28,20.4,26.7,16.4,78,1.8,8,0,0
4/11/21,28,21.8,27.3,17.8,81,1.6,6.4,0,0
4/12/21,28,23.6,28.8,19.7,79,1.2,6.3,0,0
4/13/21,28,24.7,30.4,20.5,78,1.5,6.8,0,0
4/14/21,28,23.2,27.9,19.6,78,2.5,8.3,0,0
4/15/21,28,22.5,27.6,18.9,78,2.1,7.7,0,0
4/16/21,28,23.6,29.8,19.5,79,1.5,7.7,0,0
4/17/21,28,24.1,29.4,21,72,2.3,8.3,0,0
4/18/21,28,24,29.2,20.5,66,1.4,6.5,0,0
4/19/21,28,23.2,28.7,19.7,66,1.4,8.1,0,0
4/20/21,28,24.8,29.1,22,72,0.9,6.6,0,1
4/21/21,28,25.3,29.8,22.4,76,1.4,8.1,0,1
4/22/21,28,24.5,28.1,22.1,85,1.3,7.2,0,1
4/23/21,28,25,29.3,22.1,82,2.4,10.4,0,1
4/24/21,28,24.7,30.8,21.3,80,1.6,9.3,0,1
4/25/21,28,23.2,26.2,21.3,86,0.8,5.9,4.5,1
4/26/21,28,24.6,29.4,21.2,80,1,7.3,0,1
4/27/21,28,23.6,28.4,22,83,1.3,6.7,6,2
4/28/21,28,23.9,28,20.9,81,1.6,6.9,0,2
4/29/21,28,21.8,23.4,20.8,93,1,4.2,24.5,2
4/30/21,28,24.1,29.3,19.9,77,0.9,5.9,0,2
5/1/21,28,25.2,29.9,21.2,70,0.9,6.9,0,2
5/2/21,28,25.1,30.3,21.2,77,1.4,7.4,0,2
5/3/21,28,24.9,27.4,23,85,1.3,5.8,0,2
5/4/21,28,28.1,34.5,22.9,72,0.9,7.3,0,2
5/5/21,28,25.8,31,21.2,78,1.7,8.2,0,2
5/6/21,28,25.1,30.3,20.1,77,1.5,7,0,2
5/7/21,28,27.5,32.3,23.6,75,1.2,6.4,0,2
5/8/21,28,28,33.6,24.4,77,1.4,9,0,2
5/9/21,28,28,32.7,24.7,77,1.3,6.9,0,2
5/10/21,28,28.3,33.2,25.2,76,1.1,7.1,0,2
5/11/21,28,28.4,35,24.2,75,1.2,8.6,0,0
5/12/21,28,29.3,34.3,24.6,70,1.2,7.4,0,0
5/13/21,28,29.6,34.1,26.1,71,1.2,7.3,0,0
5/14/21,28,29.1,33.2,26,75,1.1,7.9,0,0
5/15/21,28,30,35.1,25.3,69,1.3,9.3,0,0
5/16/21,28,30.2,36,25.8,70,1.5,8.9,0,0
5/17/21,28,29.7,34.5,25.8,74,1.2,8,0,0
5/18/21,28,30,34.7,26.1,72,1,8.1,0,1
5/19/21,28,30.4,36,26.2,71,1.4,9.1,0,1
5/20/21,28,30.6,35.7,27.3,65,1.5,9,0,1
5/21/21,28,30.7,35.4,26.6,67,1.3,8.2,0,1
5/22/21,28,30.2,34.2,26.9,70,1.1,7,0,1
5/23/21,28,30.6,35.2,26.9,70,1,7.1,0,1
5/24/21,28,30.3,35.3,25.8,72,1.4,9.5,0.5,1
5/25/21,28,29.3,33.4,25.6,75,1.6,7.1,0,2
5/26/21,28,29.8,34.9,26.3,75,1.2,9,0,2
5/27/21,28,30.4,35.3,26.4,70,1.2,8.3,0,2
5/28/21,28,30.6,35.5,27,70,1.3,8.6,0,2
5/29/21,28,29.9,34,27.1,74,1.7,9.6,0,2
5/30/21,28,25.9,28.4,24.1,91,1.4,9.4,85.5,2
5/31/21,28,26.8,30.9,24.6,92,1.3,8.7,9,2
6/1/21,28,27.8,33,24.2,82,1.2,6.7,25,2
6/2/21,28,29.9,34.5,26.2,76,0.9,7.8,0,2
6/3/21,28,30.3,34.6,26.2,77,1,6.5,0,2
6/4/21,28,29.5,35.6,24.8,78,1.8,8.7,41,2
6/5/21,28,25.6,30.2,23.7,94,1.8,11.9,98.5,2
6/6/21,28,25.2,29.1,23.5,91,1.9,12.7,41.5,2
6/7/21,28,27,30.1,23.6,80,1,9.4,0,2
6/8/21,28,26.9,33.5,22.2,85,1.3,12.6,46,4
2/22/18,29,14.7,17.9,12.1,89,3.7,11.5,17,0
2/23/18,29,16.6,21.8,12.5,82,2.6,7.1,0,0
2/24/18,29,19.3,25.4,16.2,80,2.3,7.5,0,0
2/25/18,29,18.5,23.8,14.9,83,3.7,10.5,0,0
2/26/18,29,17.4,22,14.1,78,2.8,9.8,0,0
2/27/18,29,17.8,22.1,15.7,84,1.8,7.5,0,0
2/28/18,29,19.5,24.4,16,85,2.1,9.1,0,0
3/1/18,29,21.1,27.5,16.9,76,2,7.2,0,0
3/2/18,29,22,27.7,19,81,1.9,7.7,0,0
3/3/18,29,24.3,30.2,19.6,79,1.5,8.3,0,0
3/4/18,29,24.6,28,22.1,83,1.5,7.1,0,0
3/5/18,29,25.2,30.3,18.1,78,2.8,12.4,0,0
3/6/18,29,18.7,21.7,16.6,78,3.3,9.5,0,0
3/7/18,29,19.5,25.8,17.2,80,2.9,12.2,0,0
3/8/18,29,14.5,18.1,10.9,86,5.6,13.9,3.5,0
3/9/18,29,13.6,17.5,10.9,66,3.8,10.3,0,0
3/10/18,29,16.2,22.6,11,66,2.4,9.8,0,0
3/11/18,29,17.8,23.7,12.7,71,2.1,7.9,0,0
3/12/18,29,18.4,24.2,13.1,76,1.5,6.9,0,0
3/13/18,29,20,26.7,15.1,64,1.4,8.3,0,0
3/14/18,29,21.3,25.4,16.8,63,1.5,5.6,0,0
3/15/18,29,21,26.1,17.5,76,2.2,8.8,18.5,0
3/16/18,29,21.7,26.3,18.4,81,3.1,10.8,0,0
3/17/18,29,20.5,25.2,17.9,80,2.8,9.7,0,0
3/18/18,29,21.1,26.4,17.5,83,1.9,8.3,0,0
3/19/18,29,23.5,28.5,19.3,77,1.8,7.8,1,0
3/20/18,29,21,23.8,17.3,86,3.3,11.4,8.5,0
3/21/18,29,16.8,19.8,13.2,68,5.7,13.5,0,0
3/22/18,29,16.6,22.4,12.1,61,2.4,9.1,0,0
3/23/18,29,19.2,25.3,13.9,54,2.7,11.9,0,0
3/24/18,29,20,26.1,14.8,55,1.9,9.2,0,0
3/25/18,29,21,26.1,16.7,63,2.3,8.3,0,0
3/26/18,29,21,26.8,16.8,71,2,11.5,0,0
3/27/18,29,21.1,25.9,17.5,77,2.6,12.3,0,0
3/28/18,29,21.5,26.2,16.7,78,2,8.9,0,0
3/29/18,29,22.1,26.2,19,79,1.7,6.7,0,0
3/30/18,29,23.2,28.7,18.7,70,1.8,9.3,0,0
3/31/18,29,23.1,27.9,19.4,73,2.1,9.8,0,0
4/1/18,29,24,28.3,20.6,73,2.1,8.2,0,0
4/2/18,29,24.2,27.9,21.6,71,1.8,8.3,0,0
4/3/18,29,23.9,28.2,21.5,70,1.7,7.4,0,0
4/4/18,29,24,28.1,20.4,71,2,8.3,0,0
4/5/18,29,24.8,29.3,22.2,70,1.5,7.8,0,3
4/6/18,29,21.9,28.1,16,71,4.4,15.3,0,3
4/7/18,29,16.6,17.7,15.6,56,3.7,13.2,0,3
4/8/18,29,19.2,24.4,14.5,54,2.3,8.2,0,3
4/9/18,29,20.8,26.5,15.4,59,1.7,8.5,0,3
4/10/18,29,23,28.9,17,58,1.9,8,0,3
4/11/18,29,25.6,29.8,21.3,71,1.7,8,0,3
4/12/18,29,26.8,30.5,23.4,74,2,10.5,0,3
4/13/18,29,27,31.3,23.1,77,2,8.3,0,3
4/14/18,29,27.6,31.4,25.2,76,2,10.4,0,3
4/15/18,29,22.9,26.4,17.3,79,3.6,10.4,4.5,3
4/16/18,29,20.5,25.6,16.9,77,2.4,8.5,1.5,3
4/17/18,29,19.4,23.9,17,82,3,10.1,10.5,3
4/18/18,29,21.4,26.7,16.8,74,1.9,7,0,3
4/19/18,29,23.8,27.7,20.1,71,1.7,6.8,0,3
4/20/18,29,24.3,28.4,21,71,1.5,5.8,0,3
4/21/18,29,24.8,29.5,21.3,73,1.6,7.8,0,3
4/22/18,29,26.5,31.8,23,70,1.7,7.7,0,3
4/23/18,29,26.9,31.7,23.4,71,1.5,10.6,0,3
4/24/18,29,25.7,29.3,23.5,80,2.2,8.1,0,3
4/25/18,29,23.5,27.9,20.8,73,2.3,7.2,0,3
4/26/18,29,24.4,29.6,20.4,69,1.5,8.1,0,3
4/27/18,29,25.1,29.2,21.4,72,2,8.7,0,3
4/28/18,29,25.5,29.1,22.7,76,1.3,6,0,3
4/29/18,29,26.1,30.2,23.2,74,1.7,7.2,0,3
4/30/18,29,26.5,30.6,23.1,76,1.4,6.9,0,3
5/1/18,29,27.1,31,23.8,76,2.1,8.6,0,3
5/2/18,29,27.7,31.6,24.6,73,2.2,8.5,0,3
5/3/18,29,26.1,29.8,22.2,72,2.8,10.5,0,4
5/4/18,29,25.6,30.2,21.7,71,1.9,7.4,0,4
5/5/18,29,26.8,30.8,23.9,70,1.6,7.7,0,4
5/6/18,29,28,32.6,24.3,71,2.5,12,0,4
5/7/18,29,28.5,32.5,25.8,72,2.7,10.4,0,4
5/8/18,29,27,31.4,21.8,77,2.2,13.6,20.5,4
5/9/18,29,23,25.1,20.6,88,2.4,6.9,15,4
5/10/18,29,24,29.4,20.3,73,2.3,8.9,0,2
5/11/18,29,25.4,30.7,22,74,1.5,7.8,0,2
5/12/18,29,26.1,30.2,22.8,77,1.5,6,0,2
5/13/18,29,26.9,30.7,23.6,73,1.9,7.7,0,2
5/14/18,29,27.5,31.9,23.7,73,1.7,9.1,0,2
5/15/18,29,28.2,32.4,24.5,76,2.3,10.6,0,2
5/16/18,29,28.7,32.7,25.3,77,2.8,12.3,0,2
5/17/18,29,28.6,32.6,25.6,77,2.3,9.5,0,2
5/18/18,29,28.2,31.8,25,74,2.2,9.9,0,2
5/19/18,29,28.5,32.4,24.4,71,1.8,8.4,0,2
5/20/18,29,28.7,31.9,25.9,74,2.1,9.4,0,2
5/21/18,29,28.4,31.8,25.7,73,1.8,7.8,0,2
5/22/18,29,28.7,32.9,25.4,70,1.6,8.5,0,2
5/23/18,29,28.4,32.8,25.6,73,2.1,9.9,0,2
5/24/18,29,28.3,32.5,24.6,70,1.9,7.9,0,2
5/25/18,29,28.9,32.5,26.2,70,2.1,10.3,0,2
5/26/18,29,28.7,32.2,25.7,73,2.6,10.6,0,2
5/27/18,29,29,33.1,25.2,72,2.4,11.1,0,2
5/28/18,29,29.8,33.8,25.8,71,2.5,10.2,0,2
5/29/18,29,30.1,33.5,27,72,1.9,9.4,0,2
5/30/18,29,29.8,33.7,27,72,2.2,10.1,0,2
5/31/18,29,29.8,33.5,26.6,71,2.4,8.9,0,2
6/1/18,29,27.9,32.5,24.5,76,3.3,9.5,0,2
6/2/18,29,27,33.3,23.5,72,2.2,8.1,0,2
6/3/18,29,28.2,33.4,24.5,72,1.7,9.3,0,2
6/4/18,29,29.2,33.9,26.1,71,1.5,8.9,0,2
6/5/18,29,29.6,34.4,26.4,69,2.1,9.6,0,2
6/6/18,29,29.5,34.1,25.8,69,2,9.9,0,2
6/7/18,29,28.7,32.4,26.4,80,1.4,8.9,1.5,4
3/22/16,30,18.7,22,18,93,2.6,8.3,5,0
3/23/16,30,18.3,22.6,14.7,96,2.2,11.4,12,0
3/24/16,30,13,14.8,11.1,90,4,11.2,5,0
3/25/16,30,11.5,13,10.4,92,3.4,8.9,15.5,0
3/26/16,30,14.4,20.4,9.8,66,3.7,12.5,0,0
3/27/16,30,14.9,19.1,11.9,65,4.5,13.3,0,0
3/28/16,30,16.3,23.2,10.6,59,3.1,8.4,0,0
3/29/16,30,18.7,24.9,12.8,61,2.5,7.9,0,0
3/30/16,30,21.1,27.4,16.1,66,1.9,9.1,0,0
3/31/16,30,23,26.9,19.2,79,1.8,7.9,0,0
4/1/16,30,21.8,25.5,20,86,1.7,5.6,0,0
4/2/16,30,23.7,28.2,20.7,81,1.6,6.9,0,0
4/3/16,30,24.9,28.7,21.6,81,2.1,10.8,0,0
4/4/16,30,24.6,29.2,21.1,81,1.6,7.2,0,0
4/5/16,30,24.2,28.2,21.6,83,2.1,7,0,3
4/6/16,30,25.9,31,21.4,76,1.8,9.1,0,3
4/7/16,30,26.9,32,22.7,80,3,14.2,0,3
4/8/16,30,25.6,30.9,22.1,82,2.2,8,0,3
4/9/16,30,24.6,29.2,21.1,81,2.3,8.3,0,3
4/10/16,30,24.4,29.6,21.3,82,2.9,13.2,15,3
4/11/16,30,22,25,20.5,92,2.3,8.9,17.5,3
4/12/16,30,23,26.5,20.4,87,2.1,9.7,8,3
4/13/16,30,24.3,27.8,20.2,81,3.7,16.9,14,3
4/14/16,30,23.8,27.2,21.6,91,2.1,11,19,3
4/15/16,30,22.3,25.1,20.5,96,2.2,10.5,43,3
4/16/16,30,26,31.4,20.7,77,3.2,15.6,0,3
4/17/16,30,26.6,30.3,23.8,79,2,9.8,0,3
4/18/16,30,22.4,28.8,17.7,86,3.5,16.3,23.5,3
4/19/16,30,21.7,28.1,17,84,2,7.4,0,3
4/20/16,30,23.8,27.7,21,87,1.7,5.6,0,3
4/21/16,30,26.9,32.6,22.1,83,2.9,11.3,0,3
4/22/16,30,27,30.8,24.5,80,2,9.6,0,3
4/23/16,30,27.3,31.5,23.1,74,2.2,9.9,0,3
4/24/16,30,24.8,27.5,21.3,86,1.3,11.2,19,3
4/25/16,30,25.3,29.9,23,86,1.6,5.7,0,3
4/26/16,30,26.7,30.6,22.8,84,2.3,10.1,0,3
4/27/16,30,26.2,29.8,23.1,85,2.4,9,5.5,3
4/28/16,30,25.6,28.5,22,78,2.5,7.5,0,3
4/29/16,30,23.5,28.6,20,64,2.6,9.8,0,3
4/30/16,30,23.1,27.8,20.4,74,2,8.7,0,3
5/1/16,30,22.8,24.8,21.3,88,2.5,7.5,4,3
5/2/16,30,26.1,30.3,22.4,83,2.1,11,3,3
5/3/16,30,27.1,30.9,23.8,79,2.6,10.5,0,3
5/4/16,30,27.3,30.3,24.4,81,2,9,0,3
5/5/16,30,28.4,32.7,24.9,76,2.3,12.3,0,3
5/6/16,30,28.6,32.2,24.1,77,2.1,9.3,0,3
5/7/16,30,28.7,32.5,25.9,76,2,8,0,3
5/8/16,30,28,32.1,25,77,2.2,9.8,0,3
5/9/16,30,29.1,33.2,25.9,75,2.5,12.3,0,3
5/10/16,30,28,31.8,24.1,77,2.9,13.9,1.5,4
5/11/16,30,25.5,29.6,23,82,2.5,9.7,0.5,4
5/12/16,30,26.4,30.7,22.9,76,1.8,8.6,0,4
5/13/16,30,27.4,30.6,24.5,80,2.7,10.1,0,4
5/14/16,30,27.9,32,25.1,77,2.6,9.1,0,4
5/15/16,30,28.2,31.4,25.5,73,1.9,9.7,0,4
5/16/16,30,24.9,29.2,20,79,3.5,10.7,0,4
5/17/16,30,22.1,26.8,18.6,80,2.5,7.6,3.5,4
5/18/16,30,24.1,29,19.9,81,3.3,9.7,0,4
5/19/16,30,26.1,31.1,22.7,79,2.1,8.8,0,4
5/20/16,30,26.2,30.4,23.4,82,1.5,7.8,0,4
5/21/16,30,25.4,26.6,24.6,91,1.2,4.1,6,4
5/22/16,30,26.2,30.1,23.8,85,2.6,13.5,9,4
5/23/16,30,27.6,31.4,24.1,81,2.3,13.9,1,4
5/24/16,30,27.4,30.4,25.4,84,2.3,7.6,0,4
5/25/16,30,27.8,31.5,25.5,81,1.8,7.9,0,4
5/26/16,30,27.9,32.8,24.7,82,1.9,9.8,5,4
5/27/16,30,30,35.2,25.5,72,2.9,15.2,0,4
5/28/16,30,30,34.4,26.6,72,3.6,14.4,0,4
5/29/16,30,29.5,32.9,26.9,77,3.3,13.3,0,4
5/30/16,30,29.4,32.9,26.8,78,2.6,10.7,0,4
5/31/16,30,29.6,33.1,26.9,77,2.8,8.4,0,0
6/1/16,30,29.5,33.7,26.5,74,3.3,11.5,0,0
6/2/16,30,29.1,32.4,27.4,80,3.3,11,0,0
6/3/16,30,29.8,33.2,27.4,78,3.5,11,0,0
6/4/16,30,29.9,33.6,27.3,78,3.1,11.2,0,0
6/5/16,30,28.1,31.5,25.2,81,2.1,10.1,2,0
6/6/16,30,27.2,30.5,23.1,81,1.8,11.4,7.5,0
6/7/16,30,28.3,32.2,24.4,77,1.8,8.6,2,4
6/8/16,30,27.4,32.2,23.2,79,1.6,14.6,9.5,4
6/9/16,30,26.9,32.7,22.5,85,1.4,14.9,61,4
6/10/16,30,26.7,28.9,24.9,86,1.8,11.2,0.5,4
6/11/16,30,25.2,27.8,23.8,90,4.3,14,95,4
6/12/16,30,26.3,31.3,23.9,86,4.4,18.6,29.5,4
6/13/16,30,26.3,30.2,24.4,85,3.8,13.2,86,4
6/14/16,30,28.1,,,80,3.6,,3,0
3/7/17,30,15,17.3,13.6,80,3.2,8,0,0
3/8/17,30,14.1,15.3,12.7,95,2.3,6.2,11.5,0
3/9/17,30,17.8,21.2,14.1,85,1.7,5.6,0,0
3/10/17,30,20.3,27.8,17.7,88,2.6,11.2,0,0
3/11/17,30,20,24.2,17.3,90,2.8,10.5,0,0
3/12/17,30,21.5,27.2,18.5,89,2.1,10.7,0,0
3/13/17,30,23.6,29.3,19.6,80,2.4,9.9,0,0
3/14/17,30,16.2,19.7,14.6,82,4.7,11.2,5.5,0
3/15/17,30,17.5,22.9,14.5,72,2.3,6.3,0,0
3/16/17,30,17.8,21.1,16,87,3.2,9.5,0.5,0
3/17/17,30,19.2,24.2,15.9,88,2.9,8.6,0,0
3/18/17,30,21.3,25.7,18.4,87,2.5,6.5,0,0
3/19/17,30,21.4,25.5,19.2,88,2.8,11.1,0,0
3/20/17,30,22.7,27.6,17.8,85,2.2,7.5,0,0
3/21/17,30,22.5,28.3,18.4,81,3.5,10.1,0,0
3/22/17,30,20.5,26.3,17.4,82,2.9,10.5,0.5,0
3/23/17,30,21.4,28.4,17.2,78,4.1,17.7,0,0
3/24/17,30,21.4,27.8,16.9,78,2.5,9.6,0,0
3/25/17,30,19.6,24.5,15.1,83,4.6,14.7,0,0
3/26/17,30,14.3,15.3,12.9,93,3.2,8.6,7.5,0
3/27/17,30,19.3,25.1,13.7,74,2.1,7.8,0,0
3/28/17,30,20.5,25.5,15.8,70,2.2,7.4,0,0
3/29/17,30,21.9,27.8,18.3,64,2.5,8.7,0,0
3/30/17,30,22.6,27.1,18.5,75,1.8,7.6,0,0
3/31/17,30,21.7,29.6,14.9,79,4.2,15.9,0,0
4/1/17,30,16.8,20.7,13.3,69,5.6,15.3,5.5,0
4/2/17,30,18.1,23.4,11.8,51,2.6,10.7,0,0
4/3/17,30,19.7,25.4,14.2,56,2.2,9.2,0,0
4/4/17,30,20.8,24.5,16.3,61,2.1,7.7,0,3
4/5/17,30,22.6,26.7,19.4,60,2.3,9.6,0,3
4/6/17,30,23.3,27.8,19.3,68,1.4,7.7,0,3
4/7/17,30,24.4,28.4,21.7,82,2.1,10.2,0,3
4/8/17,30,25.7,30.4,21.8,82,2.2,9.3,0,3
4/9/17,30,25.8,30.6,23,88,2.8,11.4,0,3
4/10/17,30,27.2,32.1,23.6,72,3.5,13.3,0,3
4/11/17,30,26.4,29.6,20.1,82,3.5,10.8,14.5,2
4/12/17,30,19.1,20.8,,99,3.2,9.1,22.5,2
4/13/17,30,,19.4,15.6,,1.7,6.5,16,2
4/14/17,30,24,27.3,22.1,78,1.4,6.6,0,2
4/15/17,30,25,29.8,20.9,77,1.7,8.3,0,2
4/16/17,30,26.2,30,23.3,76,1.8,8.2,0,2
4/17/17,30,27.1,31.5,22.7,75,2.2,10,0,2
4/18/17,30,26.5,30.2,24.3,81,2.5,9.4,0,1
4/19/17,30,26.9,31.1,22.4,80,2.8,10.1,11.5,1
4/20/17,30,26.1,28.9,22.5,80,2,8.7,4.5,1
4/21/17,30,26.3,30.5,21.9,76,2.8,9.9,1,1
4/22/17,30,19.1,22.5,16.8,86,3.3,8.8,14,1
4/23/17,30,20.8,24.5,17.3,83,1.6,7.4,0,1
4/24/17,30,22.8,26.7,20.3,78,1.7,5.8,1,1
4/25/17,30,24.2,27.1,21.9,82,1.7,15.2,0,2
4/26/17,30,26.1,31.1,22.3,79,2.4,8.5,0,2
4/27/17,30,18.7,22.4,15.6,90,3.4,9.7,10.5,2
4/28/17,30,19.3,24.4,15.2,67,2.5,9.7,0,2
4/29/17,30,21.9,26.6,16.9,61,1.9,7.4,0,2
4/30/17,30,23.3,28.6,18.3,60,2,7.4,0,2
5/1/17,30,24.5,28.9,19.9,61,1.9,7.3,0,2
5/2/17,30,25.7,30.3,22.9,72,1.8,6.7,0,1
5/3/17,30,26.4,31.3,23.5,75,2,9.4,0,1
5/4/17,30,27.2,31.6,23.4,76,2,9.4,0,1
5/5/17,30,27.3,31.5,23.8,74,1.7,8.9,0,1
5/6/17,30,26.3,30.4,23.4,78,2.7,10.1,0,1
5/7/17,30,25.6,30,21.5,78,2.3,7.8,0,1
5/8/17,30,27.1,30.6,24.1,75,2,8.4,0,1
5/9/17,30,27.5,31,24.1,75,2.5,9.6,0,2
5/10/17,30,27.1,31,23.3,76,2.1,8.3,0,2
5/11/17,30,27.7,31.8,25,74,2,9,0,2
5/12/17,30,28.5,33.7,24.7,71,2.4,13.5,0,2
5/13/17,30,27.5,30.5,25.3,78,2.1,6.8,0,2
5/14/17,30,27.7,33,24.6,70,2.2,9,0,2
5/15/17,30,26.6,30.8,24,78,2.4,9.8,0.5,2
5/16/17,30,22.5,24.2,20,93,2.8,10.1,13.5,2
5/17/17,30,23.8,27.8,20.5,80,2.1,9,0,2
5/18/17,30,26,30.1,22.2,77,1.6,7.7,0,2
5/19/17,30,24.9,28.4,21.9,82,2.6,11.3,1,2
5/20/17,30,23.7,27,21.5,87,2.8,9.9,9.5,2
5/21/17,30,26,30.3,22.4,80,2.1,9.8,0,2
5/22/17,30,27.4,31,24,77,2,9,0,2
5/23/17,30,27.7,31.1,24.5,77,1.9,8.6,0,2
5/24/17,30,27.8,30.7,26.1,81,2.3,11.1,0,2
5/25/17,30,25.9,30.5,23.5,80,2.1,9.5,0,2
5/26/17,30,25.5,29.9,22.2,70,2.1,7.6,0,2
5/27/17,30,26,29.6,23.7,77,1.9,6.3,0,2
5/28/17,30,25.8,29.3,23.2,82,1.6,5.1,0,2
5/29/17,30,27.2,32.2,23.5,78,1.6,7.3,2,2
5/30/17,30,25,27.1,22.8,89,1.6,7.5,28,2
5/31/17,30,27.1,30.7,24.3,82,2.4,9.5,0,2
6/1/17,30,27,29.8,25,85,3.4,11.6,10.5,2
6/2/17,30,26.7,29.4,22.2,91,4.8,18.5,125,2
6/3/17,30,25.9,29.1,22.9,95,4,13.5,338.5,2
6/4/17,30,26.3,31.9,24.1,87,2.8,12.5,87,2
6/5/17,30,27.3,31.5,24.4,85,1.1,5.7,0.5,2
6/6/17,30,28.5,32.8,25.7,80,1.8,10.3,0,2
6/7/17,30,29,33.5,25.6,77,2,8.7,0,2
6/8/17,30,28.6,32,25.6,78,2.1,8.1,0,2
6/9/17,30,28.7,32.8,25,78,1.7,9.8,17.5,2
6/10/17,30,29.8,33.7,26.1,74,2.2,12.6,0,2
6/11/17,30,30.3,34.7,26,73,2.3,12.7,0,2
6/12/17,30,30.6,34.7,25.4,69,3,14.4,2.5,2
6/13/17,30,29.4,35,24.7,71,4.3,16,22.5,2
2/19/19,30,22.2,27,16.9,84,2,12.5,3,0
2/20/19,30,22.5,27.9,20.1,86,2.3,8.9,0,0
2/21/19,30,20.9,25.8,18.1,88,2.4,10.5,0,0
2/22/19,30,19.3,23.6,16.7,84,3.9,11.4,0,0
2/23/19,30,17.2,20.5,15.6,74,3.5,9.8,0,0
2/24/19,30,16.3,18.2,15.1,90,3,9.8,5.5,0
2/25/19,30,18.7,24.3,15.7,81,3.4,11.1,0.5,0
2/26/19,30,19.8,26.2,16.2,79,2.5,7.7,0,0
2/27/19,30,20.9,25.1,17.2,78,2.9,7.2,0,0
2/28/19,30,21.4,25.1,18.8,80,3.1,9.6,0,0
3/1/19,30,20.2,26.2,17.6,81,2.7,9.3,0,0
3/2/19,30,21.7,25.1,18.9,82,1.9,6.8,0,0
3/3/19,30,20.7,26.7,17.5,81,3.1,15.1,7,0
3/4/19,30,19.9,24.5,15.9,78,2.6,7.9,0.5,0
3/5/19,30,20.3,25.1,16.5,80,3,12,4,3
3/6/19,30,20.5,27.9,17.3,82,4.1,14.2,6,3
3/7/19,30,14.4,18.1,12.2,95,3.6,10,40.5,3
3/8/19,30,15.1,19.7,11.9,92,3.1,8.2,17.5,3
3/9/19,30,18.6,22.8,16.2,93,2.1,11.7,11.5,3
3/10/19,30,19.1,23.6,17,87,3.1,14,18,3
3/11/19,30,17.7,19.3,16.7,84,1.9,5.9,0,3
3/12/19,30,20.4,25.7,15.4,71,1.9,8.9,0,4
3/13/19,30,21.9,25.5,19.4,71,1.9,7.3,0,4
3/14/19,30,21,26,18.4,78,3.2,9.4,0,4
3/15/19,30,18.2,20.4,16.2,69,4.2,12.4,0,4
3/16/19,30,20.5,24.4,17.1,68,1.6,8.7,0,4
3/17/19,30,21.2,25.2,19,76,2.4,9.2,0,4
3/18/19,30,21,23,20.1,84,1.8,7,0,4
3/19/19,30,23.1,28.8,19,77,2.4,8.5,0,1
3/20/19,30,24.2,28.8,20.2,80,1.7,9.9,0,1
3/21/19,30,25.1,30.7,21.6,79,2.6,10,0,1
3/22/19,30,22.9,27,18.8,82,2.9,9.8,0,1
3/23/19,30,17.5,19.6,16.1,82,3.7,9.6,2,1
3/24/19,30,16.7,18.2,14.5,90,1.3,5.8,13.5,1
3/25/19,30,19.2,21.6,16.7,93,2.1,6.4,0,1
3/26/19,30,20.9,26.9,17.2,82,2.1,6.6,0,4
